513	88	52	50
514	88	49	46
515	92	44	40
516	92	43	40
517	108	47	47
518	96	46	48
519	96	46	46
520	88	50	49
521	96	56	52
522	96	54	49
523	92	57	50
524	92	42	42
525	100	52	45
526	100	51	46
527	108	53	53
528	92	60	50
529	96	54	51
530	112	57	52
531	104	58	50
532	112	54	48
533	104	63	52
534	100	60	52
535	100	56	54
536	92	58	51
537	96	56	52
538	100	58	49
539	108	50	45
540	100	60	51
541	104	56	49
542	112	53	48
543	104	56	50
544	96	54	52
545	100	52	51
546	88	50	50
547	96	52	46
548	100	61	50
549	92	53	50
550	80	50	48
551	92	58	50
552	92	52	50
553	92	52	47
554	100	48	50
555	80	52	50
556	92	54	50
557	88	52	50
558	108	48	48
559	92	52	48
560	88	48	46
561	92	53	47
562	108	58	53
563	104	50	47
564	100	52	50
565	84	50	46
566	104	62	54
567	84	53	47
568	96	54	46
569	96	55	48
570	96	52	46
571	88	50	48
572	100	57	49
573	96	54	49
574	100	56	53
575	92	53	48
576	108	58	52
577	100	56	50
578	104	54	51
579	96	50	52
580	96	54	50
581	108	57	53
582	92	47	43
583	96	53	52
584	92	50	48
585	96	51	48
586	88	46	44
587	100	54	52
588	92	46	44
589	100	56	52
590	96	53	47
591	96	54	47
592	100	59	51
593	100	51	44
594	112	57	52
595	92	54	48
596	100	58	51
597	104	57	50
598	108	57	46
599	92	52	51
600	100	58	51
601	108	63	53
602	100	58	55
603	116	63	52
604	104	57	50
605	92	54	46
606	76	42	42
607	100	58	54
608	96	50	51
609	92	53	51
610	80	44	46
611	88	52	51
612	100	58	53
613	88	55	49
614	96	58	52
615	108	54	49
616	96	54	46
617	96	53	48
618	100	59	51
619	92	56	49
620	96	52	46
621	96	58	54
622	76	52	49
623	88	52	49
624	88	48	46
625	100	49	48
626	100	45	45
627	88	50	50
628	96	50	48
629	96	50	47
630	80	56	49
631	96	57	51
632	96	54	51
633	84	50	50
634	100	56	51
635	100	60	52
636	100	54	49
637	100	52	46
638	84	50	47
639	88	49	46
640	96	47	45
641	104	49	49
642	96	41	39
643	92	49	48
644	92	40	38
645	108	54	49
646	88	50	46
647	104	54	51
648	96	49	49
649	100	54	49
650	100	55	52
651	92	57	53
652	92	44	46
653	108	50	46
654	92	58	51
655	96	52	49
656	112	57	52
657	104	58	51
658	104	56	49
659	112	55	52
660	100	56	51
661	100	58	49
662	92	60	52
663	96	58	51
664	100	59	53
665	100	54	50
666	108	54	47
667	104	52	49
668	112	54	49
669	104	56	50
670	88	52	51
671	100	42	43
672	92	56	50
673	92	50	49
674	92	50	48
675	104	49	48
676	112	64	50
677	100	53	49
678	104	58	53
679	100	54	52
680	100	49	47
681	88	42	40
682	96	52	51
683	92	44	43
684	92	48	46
685	100	52	52
686	96	59	51
687	96	50	52
688	88	46	46
689	108	63	52
690	100	58	54
691	96	56	48
692	92	54	50
693	104	45	48
694	108	55	47
695	100	46	48
696	108	54	49
697	116	65	52
698	96	53	50
699	88	52	45
700	100	51	44
701	112	55	50
702	116	64	52
703	92	54	46
704	104	57	51
705	112	58	52
706	116	61	52
707	116	62	51
708	116	60	54
709	84	50	46
710	96	57	52
711	96	46	42
712	96	52	53
713	104	55	47
714	100	57	52
715	92	48	46
716	96	50	46
717	104	56	50
718	96	56	52
719	88	48	45
720	104	52	46
721	92	53	51
722	100	59	50
723	92	53	49
724	96	54	50
725	104	56	50
726	112	62	49
727	100	60	52
728	100	57	52
729	96	48	48
730	108	63	52
731	108	56	53
732	104	53	49
733	100	58	50
734	108	63	54
735	116	50	49
736	104	62	53
737	108	54	51
738	108	58	52
739	108	60	52
740	100	54	50
741	100	55	50
742	108	61	51
743	108	58	52
744	92	55	50
745	108	54	51
746	92	52	51
747	104	58	52
748	92	55	47
749	68	50	49
750	84	50	51
751	92	54	46
752	88	52	45
753	68	52	50
754	88	50	44
755	92	55	46
756	84	51	47
757	76	46	46
758	96	58	48
759	92	50	49
760	92	56	51
761	96	55	50
762	88	57	49
763	100	58	51
764	104	57	49
765	72	48	48
766	88	42	40
767	76	42	42
768	84	55	49
769	76	46	46
770	92	58	53
771	92	51	46
772	96	51	47
773	96	54	49
774	80	50	48
775	88	52	48
776	92	52	49
777	80	51	46
778	96	56	52
779	100	52	51
780	100	60	52
781	100	48	50
782	100	57	49
783	92	58	52
784	92	47	47
785	92	48	46
786	92	50	47
787	88	54	50
788	84	48	50
789	100	51	51
790	92	46	45
791	88	46	46
792	92	54	47
793	96	57	48
794	88	52	46
795	96	55	49
796	92	58	51
797	100	54	52
798	88	46	46
799	100	56	52
800	92	48	46
801	92	51	48
802	96	53	52
803	92	47	43
804	92	47	47
805	96	55	49
806	92	52	48
807	92	55	52
808	100	55	53
809	100	46	48
810	104	47	47
811	96	59	52
812	96	51	48
813	96	55	48
814	92	53	50
815	92	52	49
816	76	44	44
817	92	42	42
818	92	57	50
819	84	50	50
820	96	52	50
821	96	52	48
822	88	50	50
823	96	61	53
824	80	50	47
825	92	42	40
826	92	44	40
827	88	48	47
828	104	51	51
829	100	60	52
830	92	60	52
831	100	65	53
832	80	56	49
833	84	48	48
834	100	58	49
835	100	59	50
836	96	50	50
837	100	57	52
838	100	54	48
839	92	56	51
840	84	56	51
841	88	50	50
842	104	58	50
843	104	58	53
844	104	54	50
845	96	58	51
846	100	51	46
847	100	54	49
848	84	51	50
849	96	41	39
850	96	47	45
851	104	56	48
852	104	52	51
853	92	62	54
854	108	60	53
855	108	60	55
856	84	56	51
857	100	50	48
858	92	56	51
859	100	54	51
860	104	54	50
861	104	54	53
862	104	56	50
863	104	58	50
864	96	54	50
865	96	50	52
866	108	57	53
867	100	58	54
868	92	56	49
869	104	49	48
870	100	50	47
871	84	55	50
872	108	48	49
873	96	54	50
874	92	55	50
875	104	54	51
876	104	50	47
877	96	50	49
878	92	53	51
879	96	52	46
880	96	57	49
881	108	54	52
882	92	48	42
883	92	56	53
884	108	58	52
885	96	59	51
886	88	50	45
887	84	54	50
888	88	54	52
889	92	53	47
890	92	50	48
891	92	51	45
892	92	46	44
893	88	46	46
894	88	46	44
895	92	51	45
896	92	47	43
897	92	55	47
898	100	51	44
899	100	46	47
900	108	60	53
901	88	54	50
902	108	60	52
903	88	50	48
904	92	52	51
905	96	50	48
906	96	51	49
907	96	54	50
908	100	56	53
909	92	58	51
910	92	54	49
911	96	55	48
912	96	57	49
913	96	52	48
914	88	55	48
915	96	53	50
916	80	51	46
917	88	55	48
918	88	55	49
919	80	48	48
920	84	53	48
921	92	49	48
922	100	56	49
923	84	42	42
924	112	51	53
925	76	46	46
926	92	56	51
927	96	55	48
928	92	50	49
929	92	48	46
930	96	53	51
931	92	50	47
932	108	60	53
933	92	48	42
934	92	56	52
935	100	53	49
936	100	54	48
937	88	50	47
938	104	54	49
939	92	52	49
940	100	54	52
941	92	48	46
942	104	57	50
943	96	52	46
944	96	56	52
945	92	48	47
946	96	55	48
947	104	53	51
948	96	57	48
949	96	51	49
950	96	50	48
951	100	50	49
952	100	58	51
953	100	52	51
954	88	54	52
955	108	59	48
956	108	62	51
957	96	48	48
958	104	55	49
959	108	58	55
960	104	54	48
961	96	51	48
962	108	60	53
963	100	43	43
964	96	62	55
965	104	48	46
966	76	46	44
967	84	54	49
968	92	59	52
969	92	42	42
970	96	53	51
971	88	50	46
972	96	62	53
973	96	52	46
974	80	50	47
975	92	44	40
976	92	43	40
977	88	48	47
978	104	56	51
979	92	60	51
980	100	65	53
981	100	60	52
982	92	56	50
983	96	47	43
984	104	49	48
985	96	47	43
986	104	55	49
987	104	57	52
988	100	56	51
989	100	61	54
990	92	58	52
991	100	57	52
992	100	54	48
993	104	55	50
994	104	60	50
995	96	50	46
996	96	53	48
997	112	53	48
998	88	50	47
999	92	44	46
