0	76	46	44
1	76	46	44
2	76	54	48
3	80	56	49
4	76	51	49
5	80	52	51
6	68	52	50
7	72	56	50
8	84	50	46
9	80	52	50
10	84	50	46
11	76	44	44
12	76	45	44
13	84	46	47
14	88	54	48
15	84	50	47
16	88	50	47
17	84	50	46
18	92	48	46
19	96	48	48
20	92	53	51
21	92	48	47
22	76	54	48
23	80	56	49
24	84	46	47
25	88	50	49
26	92	60	50
27	92	58	51
28	80	52	50
29	92	52	48
30	84	52	48
31	88	49	47
32	92	53	51
33	76	51	49
34	80	56	49
35	84	50	47
36	88	50	47
37	92	58	51
38	92	60	52
39	84	50	46
40	92	48	46
41	88	48	46
42	92	52	48
43	96	48	48
44	68	52	50
45	68	52	50
46	76	46	46
47	72	48	46
48	76	46	46
49	76	44	44
50	80	50	47
51	80	56	49
52	84	56	51
53	84	51	50
54	84	56	51
55	76	46	46
56	92	48	46
57	88	49	47
58	92	48	46
59	92	48	47
60	76	46	44
61	80	50	47
62	92	56	50
63	92	58	52
64	88	50	49
65	92	58	49
66	72	48	46
67	88	48	47
68	84	52	49
69	84	52	49
70	88	48	46
71	80	56	49
72	84	56	51
73	92	56	50
74	92	58	48
75	92	58	51
76	96	64	50
77	76	46	46
78	92	48	46
79	92	48	46
80	88	49	47
81	92	48	46
82	84	51	51
83	84	56	50
84	88	50	47
85	92	58	52
86	92	60	50
87	96	60	53
88	76	45	44
89	80	47	47
90	84	56	51
91	84	55	51
92	80	56	49
93	84	56	50
94	72	56	51
95	68	52	49
96	84	50	46
97	80	52	50
98	84	50	49
99	76	46	44
100	80	48	47
101	88	50	47
102	92	58	48
103	92	58	51
104	92	56	51
105	84	50	46
106	96	48	48
107	92	52	48
108	88	48	46
109	92	48	46
110	84	56	51
111	84	56	51
112	88	54	48
113	92	58	52
114	92	60	52
115	96	60	52
116	80	52	50
117	92	53	51
118	88	49	47
119	84	52	48
120	92	52	48
121	80	52	51
122	84	56	51
123	92	58	49
124	92	53	51
125	92	58	51
126	96	64	54
127	84	50	49
128	92	48	47
129	92	53	51
130	96	48	48
131	92	48	46
132	92	58	51
133	92	56	48
134	92	50	49
135	88	52	50
136	96	60	52
137	92	54	50
138	104	58	52
139	88	52	50
140	88	53	49
141	96	58	51
142	108	59	52
143	92	59	50
144	92	44	43
145	92	56	51
146	96	57	52
147	92	52	50
148	96	54	50
149	108	57	50
150	100	54	53
151	108	58	53
152	84	54	51
153	96	54	50
154	80	48	48
155	92	53	52
156	104	54	50
157	80	50	48
158	92	50	51
159	96	58	48
160	100	54	52
161	92	46	45
162	84	48	50
163	96	56	48
164	108	61	51
165	100	55	51
166	96	51	47
167	104	53	46
168	108	60	52
169	100	54	52
170	100	54	52
171	92	46	45
172	104	53	51
173	96	58	52
174	108	54	49
175	96	54	50
176	96	49	47
177	92	56	49
178	92	55	49
179	104	58	52
180	92	55	47
181	100	54	48
182	96	48	47
183	96	52	48
184	100	57	49
185	100	48	50
186	100	54	48
187	96	56	48
188	100	57	52
189	100	60	52
190	100	58	53
191	108	57	50
192	80	50	48
193	92	52	50
194	96	52	51
195	100	60	50
196	96	55	48
197	96	53	52
198	88	48	47
199	92	54	50
200	92	55	49
201	92	56	49
202	76	46	44
203	96	53	51
204	96	52	46
205	88	50	46
206	96	62	52
207	92	42	42
208	92	59	51
209	84	54	49
210	76	46	44
211	80	47	48
212	96	56	52
213	92	44	46
214	84	48	44
215	92	59	52
216	96	48	46
217	96	53	47
218	76	53	49
219	88	48	46
220	80	50	49
221	96	47	43
222	96	46	43
223	84	44	44
224	100	54	52
225	100	52	52
226	80	56	49
227	96	50	48
228	100	57	52
229	100	52	49
230	92	54	50
231	84	48	44
232	100	54	48
233	100	60	51
234	76	52	49
235	88	48	46
236	88	52	49
237	100	45	43
238	100	49	48
239	96	50	46
240	88	50	50
241	96	50	48
242	80	52	51
243	96	57	52
244	96	56	52
245	84	54	49
246	100	58	49
247	100	56	53
248	100	50	46
249	100	54	46
250	92	57	51
251	100	43	43
252	88	53	50
253	100	57	53
254	88	51	48
255	96	57	49
256	84	54	50
257	88	54	52
258	92	53	47
259	92	54	50
260	96	52	51
261	112	59	53
262	80	50	48
263	92	52	49
264	88	52	48
265	100	52	53
266	96	53	49
267	96	56	50
268	68	50	49
269	84	50	51
270	88	52	45
271	92	54	46
272	72	56	50
273	92	52	52
274	88	48	44
275	84	42	42
276	84	48	47
277	92	60	51
278	104	51	44
279	100	50	51
280	88	55	48
281	96	53	50
282	80	52	50
283	88	52	50
284	108	48	48
285	92	54	50
286	100	48	48
287	108	59	55
288	84	50	46
289	96	52	53
290	96	46	42
291	96	57	52
292	96	54	49
293	92	48	47
294	88	52	49
295	108	62	51
296	96	56	49
297	84	49	47
298	96	53	47
299	96	52	46
300	92	59	50
301	104	53	51
302	100	54	46
303	92	47	47
304	92	53	51
305	96	50	49
306	104	50	47
307	88	50	48
308	96	49	47
309	92	54	50
310	100	57	49
311	96	52	48
312	96	48	48
313	96	51	49
314	88	50	50
315	104	57	50
316	92	52	49
317	100	54	52
318	92	51	47
319	92	53	45
320	92	50	48
321	96	51	47
322	92	53	45
323	92	51	45
324	96	51	47
325	104	45	48
326	108	55	47
327	104	58	53
328	100	53	49
329	112	64	51
330	88	52	46
331	92	52	48
332	96	52	51
333	92	50	51
334	80	51	46
335	88	58	52
336	100	54	50
337	100	52	52
338	92	48	46
339	96	61	51
340	84	48	50
341	92	50	47
342	88	54	50
343	96	50	46
344	100	58	51
345	88	50	50
346	88	48	47
347	96	52	46
348	108	60	52
349	92	53	51
350	92	51	42
351	104	53	44
352	76	44	44
353	96	52	51
354	88	50	50
355	96	61	53
356	96	52	48
357	84	50	49
358	92	59	52
359	92	42	42
360	76	45	44
361	80	47	48
362	96	57	51
363	84	48	48
364	92	57	52
365	92	44	44
366	96	53	47
367	96	50	46
368	84	46	47
369	88	49	46
370	88	52	50
371	92	42	40
372	92	44	40
373	108	47	47
374	96	46	46
375	96	46	48
376	88	54	48
377	96	59	52
378	96	58	51
379	92	42	42
380	92	59	52
381	100	54	46
382	108	53	49
383	100	54	49
384	84	50	47
385	88	49	46
386	96	41	39
387	104	49	49
388	96	48	44
389	92	40	38
390	92	49	47
391	108	54	49
392	88	50	47
393	96	49	47
394	104	54	51
395	100	50	48
396	100	54	48
397	92	44	44
398	92	59	52
399	108	54	47
400	92	60	51
401	100	43	43
402	88	53	50
403	96	58	52
404	92	53	49
405	112	58	52
406	92	51	48
407	92	48	46
408	96	53	52
409	92	54	46
410	88	46	46
411	92	46	44
412	108	63	53
413	104	54	48
414	96	51	48
415	92	53	51
416	88	50	50
417	100	52	50
418	92	48	45
419	96	55	49
420	100	46	48
421	108	54	48
422	100	51	51
423	92	48	42
424	104	58	53
425	92	56	51
426	104	59	52
427	92	54	47
428	108	57	46
429	92	52	50
430	92	54	50
431	104	53	46
432	92	56	48
433	88	52	49
434	92	49	48
435	96	55	50
436	88	55	48
437	96	55	51
438	92	53	50
439	84	51	51
440	116	65	52
441	88	52	45
442	96	53	50
443	108	54	52
444	84	48	47
445	92	57	51
446	100	50	49
447	104	51	44
448	108	54	51
449	92	55	50
450	92	48	46
451	96	53	51
452	92	50	47
453	108	60	53
454	96	48	48
455	104	53	51
456	108	60	51
457	108	54	51
458	92	53	50
459	112	62	50
460	96	57	49
461	104	60	53
462	84	54	50
463	96	54	50
464	92	48	47
465	92	58	51
466	104	54	48
467	116	50	49
468	80	50	48
469	92	58	51
470	76	42	42
471	88	50	48
472	92	54	49
473	84	50	46
474	104	62	55
475	88	52	51
476	100	58	52
477	96	55	49
478	80	50	48
479	92	53	51
480	88	52	48
481	88	52	51
482	100	42	43
483	92	56	50
484	96	52	53
485	92	52	49
486	96	52	44
487	100	54	52
488	88	42	40
489	100	48	47
490	108	63	52
491	96	50	52
492	88	46	46
493	100	57	49
494	112	60	49
495	104	58	51
496	76	53	49
497	80	50	49
498	88	48	46
499	96	47	43
500	96	48	44
501	84	44	44
502	100	52	52
503	100	54	51
504	80	56	49
505	96	50	50
506	92	56	51
507	100	54	48
508	100	57	51
509	84	48	48
510	100	59	50
511	100	58	49
512	84	46	47
