67 0.000000
68 0.000800
69 0.000000
70 0.000000
71 0.000000
72 0.000800
73 0.000000
74 0.000000
75 0.000000
76 0.003800
77 0.000000
78 0.000000
79 0.000000
80 0.006400
81 0.000000
82 0.000000
83 0.000000
84 0.015600
85 0.000000
86 0.000000
87 0.000000
88 0.036200
89 0.000000
90 0.000000
91 0.000000
92 0.106600
93 0.000000
94 0.000000
95 0.000000
96 0.143700
97 0.000000
98 0.000000
99 0.000000
100 0.200100
101 0.000000
102 0.000000
103 0.000000
104 0.163100
105 0.000000
106 0.000000
107 0.000000
108 0.144500
109 0.000000
110 0.000000
111 0.000000
112 0.089800
113 0.000000
114 0.000000
115 0.000000
116 0.054400
117 0.000000
118 0.000000
119 0.000000
120 0.021200
121 0.000000
122 0.000000
123 0.000000
124 0.009000
125 0.000000
126 0.000000
127 0.000000
128 0.002000
129 0.000000
130 0.000000
131 0.000000
132 0.002000
133 0.000000
